Open,High,Low,Close,Volume,Adj Close
3434.1,3477,3401.2,3459.18,14237.31913,3459.18
3460.56,3488,3450,3462.07,11023.15703,3462.07
3462.2,3481.59,3440.29,3477.67,8653.396377,3477.67
3477.83,3526.4,3444.01,3504.77,9267.405623,3504.77
3504.06,3511.09,3447.44,3463.7,9031.392778,3463.7
3462.69,3473.44,3426,3458.11,10835.94361,3458.11
3458.11,3484.88,3434.1,3436.04,11186.34886,3436.04
3436.39,3475.79,3433.31,3463.22,11945.63225,3463.22
3463.22,3478.97,3448.43,3469.91,12970.70018,3469.91
3469.89,3472,3449.05,3471.59,12293.71485,3471.59
3471.57,3482.72,3380,3399.82,19804.43323,3399.82
3399.79,3434.59,3382.26,3405.37,15505.81161,3405.37
3407,3426.45,3398.02,3408.05,9987.250585,3408.05
3407.81,3413.16,3390,3398.4,8678.288053,3398.4
3398.4,3450.5,3373.1,3430,12942.88653,3430
3430,3733.58,3429,3659.04,35025.17148,3659.04
3660.27,3677.32,3635,3662.02,12305.86586,3662.02
3662.32,3680.02,3625.13,3665.18,12453.96786,3665.18
3665.18,3674,3609.76,3638.34,10027.91532,3638.34
3639.53,3684.99,3615.53,3680.06,13222.68732,3680.06
3679.75,3684.9,3616.66,3626.16,11723.71735,3626.16
3626.16,3657.2,3615.53,3631.05,13230.89723,3631.05
3631.05,3634.19,3582.34,3611,13938.58891,3611
3610.75,3667.6,3608.75,3631.46,15541.00932,3631.46
3631.51,3670,3601.68,3613.79,14354.20797,3613.79
3613.79,3626.15,3591.75,3609.4,11419.78968,3609.4
3608.34,3626.4,3568.11,3584.94,12822.86738,3584.94
3584.94,3614.24,3577.67,3590.56,8930.633878,3590.56
3590.57,3629.62,3587,3608,10035.34071,3608
3607.95,3653.23,3573.45,3602.47,10742.53219,3602.47
3602.49,3634.16,3597.91,3626.01,10124.53424,3626.01
3626.01,3648.2,3610.87,3618.41,9441.458511,3618.41
3617.22,3700.11,3615.05,3623.73,12963.28948,3623.73
3623.73,3685,3604.4,3667.58,12726.9383,3667.58
3667.62,3773.85,3655,3745.37,26636.48282,3745.37
3744.02,3925,3727.23,3898.6,37406.24767,3898.6
3897.35,3974.98,3856,3898.84,25022.27922,3898.84
3898.95,3994.52,3893,3907.79,25184.89345,3907.79
3907.35,3977,3870.66,3959.98,19043.57581,3959.98
3960,3986.98,3924.64,3969.74,17161.56504,3969.74
3969.74,4016.48,3901.03,3931.11,20470.05403,3931.11
3931.5,3947.55,3911.65,3937.31,10633.8307,3937.31
3937.31,3970.15,3926.65,3958.95,13827.24986,3958.95
3958.95,3988,3942,3962,10115.91389,3962
3962,3973.67,3933.15,3955.23,8530.985605,3955.23
3954.52,4162.02,3933.45,4117.76,25126.95728,4117.76
4118,4198,4115.78,4144.68,16901.01482,4144.68
4144.69,4146.89,3712.66,3743.56,45323.17207,3743.56
3743.56,3817.91,3740,3791.31,16511.66862,3791.31
3791.31,3872.66,3778.65,3827.92,21591.29762,3827.92
3828.44,3841.51,3777,3808.99,15430.10982,3808.99
3808.62,3832.99,3787.52,3809.23,13408.63822,3809.23
3809.31,3833.99,3791.66,3826,11284.5777,3826
3826,3838.85,3677.17,3818.07,20216.41777,3818.07
3818.04,3849.44,3809.88,3833.82,14238.38904,3833.82
3833.46,3888,3763.87,3813.69,18323.572,3813.69
3814.26,3852.41,3813.01,3828.59,10304.10735,3828.59
3828.58,3857,3817,3823,12870.46482,3823
3822.17,3841.31,3772.25,3816.96,12359.90415,3816.96
3816.74,3830.75,3797.38,3819.93,7085.934207,3819.93
3819.97,3835,3800,3821,7675.900787,3821
3821.95,3825.69,3781.32,3807.75,9042.264623,3807.75
3807.32,3830,3670.69,3707.6,22774.26459,3707.6
3707.58,3735.14,3690.16,3715.3,11968.57708,3715.3
3716.1,3747,3703.55,3739.57,11714.5961,3739.57
3739.58,3877.1,3738.8,3857.73,21247.94006,3857.73
3857.58,3907,3813.09,3862.55,14013.31513,3862.55
3862.55,3875.12,3829.39,3861.84,10761.8037,3861.84
3861.84,3905.4,3840.4,3866.01,14872.11992,3866.01
3866.01,3899.13,3857.32,3873.64,11583.13774,3873.64
3873.63,3930,3862.7,3891.33,14890.51251,3891.33
3891.39,3932,3800,3864.89,19839.85408,3864.89
3864.88,3938.99,3854.75,3913.34,13664.28689,3913.34
3914.76,3971.75,3890,3943.04,17315.46076,3943.04
3943.43,3943.43,3881.69,3904.99,13507.4502,3904.99
3904.97,3932.77,3886.45,3916.82,9680.111213,3916.82
3915.99,3936.98,3860,3873.49,18247.77299,3873.49
3873.48,3885.51,3830,3871.61,19819.11271,3871.61
3871.61,3905.2,3826.06,3885.18,13555.23829,3885.18
3885.09,3902.86,3865,3882.73,13365.77034,3882.73
3882.69,3893.56,3840,3856.12,13425.99821,3856.12
3856.08,3890.24,3851,3866,11035.01055,3866
3866,3884,3854.15,3859.57,10502.73528,3859.57
3859.57,3920,3810.43,3877.12,16546.01326,3877.12
3877.12,3924.4,3872.2,3914.05,10941.5017,3914.05
3913.52,3939.22,3903.08,3923.76,10798.55979,3923.76
3924.46,4056.98,3921.98,4016.08,18777.29768,4016.08
4016.1,4018,3963.2,4005.98,9791.078447,4005.98
4005.98,4012,3950.01,3987.49,10900.05308,3987.49
3988.26,4000,3972,3981.14,7914.202494,3981.14
3981.85,4037,3953.33,3971,13807.95678,3971
3971,3994.87,3967.42,3987.81,8646.521234,3987.81
3987.83,4002.99,3970,3986.16,8946.048925,3986.16
3987.37,4031,3980,4015.53,10947.69289,4015.53
4017.48,4031.53,3980.5,4010.9,11800.48702,4010.9
4010.91,4050,4004,4043.04,11631.81323,4043.04
4043.04,4057.88,4024.33,4047.78,11531.4957,4047.78
4044.62,4069.32,3880.01,3980.64,24466.18642,3980.64
3980.85,3994.89,3968.25,3987.11,10769.40697,3987.11
3987.13,4008,3973.57,3986.93,9253.199345,3986.93
3987.89,4018.83,3978.01,4001.36,9555.829687,4001.36
4002,4007.9,3978.01,4006.01,7746.774631,4006.01
4006.01,4006.02,3975,3992.42,8416.122373,3992.42
3991.86,3997.97,3950,3992.18,8763.728275,3992.18
3991.35,3999.3,3980.75,3986.39,12090.14591,3986.39
3987.2,3988.3,3888.71,3936.12,21102.7443,3936.12
3935.47,3958.98,3909.11,3918.06,13679.36754,3918.06
3919.35,3952,3894,3948.55,15670.17009,3948.55
3948.77,4040.36,3936.15,4033.22,18639.21206,4033.22
4033.25,4048,4003.97,4038.05,13725.34379,4038.05
4039.58,4039.7,4002,4017.04,11687.68811,4017.04
4016.57,4038.5,4012.01,4027.81,8401.605762,4027.81
4028.22,4123.71,4024.03,4123.43,18606.0567,4123.43
4120.18,4123.44,4068,4103.25,11478.16074,4103.25
4104.24,4140,4052,4093.38,12501.47403,4093.38
4093.4,4107.74,4057.07,4106.97,7007.818575,4106.97
4106.99,4116.12,4082.57,4111.59,6694.287044,4111.59
4111.59,4113.46,4095.64,4103.95,6830.800389,4103.95
4102.44,4144.04,4067,4128.69,15139.08409,4128.69
4128.68,4158.7,4126.86,4144.56,10367.98355,4144.56
4144.54,4841.44,4140.54,4722.27,70397.63648,4722.27
4722.45,4897.99,4618,4857.29,34986.00278,4857.29
4857.19,5034.99,4753.5,4920.39,46741.14553,4920.39
4920.39,5275.01,4760,4932.6,63148.98021,4932.6
4932.59,5039.08,4880,4971.96,29484.141,4971.96
4971.87,5015,4777,4898.66,31570.11317,4898.66
4898.64,5000,4880.62,4985.53,19775.70762,4985.53
4985.46,5028.22,4941,5004.95,19992.84519,5004.95
5004.96,5008.72,4950.02,4978.25,10250.86558,4978.25
4977.25,5205,4928.59,5043.89,31519.97673,5043.89
5042.07,5175,5026,5115.04,15663.88138,5115.04
5114.25,5234,5050,5170.27,21951.60542,5170.27
5170.27,5305,5045,5046.16,29884.40899,5046.16
5046.16,5255,5039,5236.9,20294.0218,5236.9
5238.38,5238.4,5076.68,5153.36,21454.70951,5153.36
5152.94,5194.12,5121,5150,12612.3028,5150
5150,5228.08,5135,5197.4,11957.2548,5197.4
5197.01,5422,5180.89,5308.25,28116.36567,5308.25
5307.86,5332.67,4927,5001.91,34422.18804,5001.91
5001.01,5069.97,4961.01,5017.37,20274.41264,5017.37
5017.37,5069.97,4861.22,5041.36,20472.35173,5041.36
5041.36,5080.58,5002.94,5048.01,12804.32689,5048.01
5047,5099,5004,5018.92,10353.0157,5018.92
5019.43,5078.7,5013.2,5045.22,6939.441106,5045.22
5047.45,5067.74,5000,5044.99,8175.838734,5044.99
5046.98,5152.99,5034.45,5131.3,10105.76901,5131.3
5131.28,5167.38,5091,5104.33,10228.09551,5104.33
5103.35,5144.66,4950,5024.95,18829.09608,5024.95
5024.95,5084.51,5014.97,5054.58,7957.129668,5054.58
5053.49,5197.72,5003.94,5173.72,16285.09983,5173.72
5173.72,5230.4,5156.55,5217.56,12806.19349,5217.56
5217.56,5228.81,5146.8,5202.82,10501.34264,5202.82
5202.41,5273,5198.8,5218.02,11760.94125,5218.02
5218.82,5287,5207.14,5258.44,10858.29775,5258.44
5258.44,5260,5175,5236.32,11275.05645,5236.32
5237.74,5320,5212.39,5258.68,13336.17987,5258.68
5258.68,5333.42,5250.59,5282.76,9986.337651,5282.76
5282.99,5312.88,5230.1,5291.73,9182.570623,5291.73
5292.91,5314.35,5182.5,5219.99,14869.53872,5219.99
5217.5,5273.13,5165,5256.14,10680.03222,5256.14
5257.41,5294.72,5208.35,5275,10179.39618,5275
5275,5400,5250.9,5357.14,19384.45613,5357.14
5357.14,5600,5332.41,5513.97,24142.4098,5513.97
5513.97,5589,5465.01,5493.31,17119.69411,5493.31
5490.91,5582.2,5333.35,5385.09,31403.45055,5385.09
5385.63,5449.9,5340.1,5415,16820.70186,5415
5415,5443.17,5350.07,5441.79,14855.2429,5441.79
5441.81,5491.84,5102,5219.9,34780.84704,5219.9
5220.47,5510,5161.62,5332.67,31154.48287,5332.67
5333.3,5340,5195.89,5314.1,17757.81164,5314.1
5315,5326.12,5261.29,5277.51,8364.37429,5277.51
5277.54,5342.5,5257.67,5295.69,7058.522645,5295.69
5295.69,5340,5280,5334.77,5885.248822,5334.77
5334.76,5336.91,5259.48,5307.52,8486.185047,5307.52
5309.81,5332,5241,5279.41,8250.216371,5279.41
5279.41,5279.41,5178.8,5238.14,11667.91871,5238.14
5238.14,5288.48,5192.15,5285.68,9275.132712,5285.68
5282.32,5339.98,5254.68,5320.81,12962.93552,5320.81
5321.94,5374.18,5316.2,5362.14,8627.061686,5362.14
5363.42,5402,5333,5383.2,8590.41153,5383.2
5383.2,5460,5370,5446.38,8766.464009,5446.38
5444.72,5538,5418.1,5492.87,14029.32383,5492.87
5494.81,5844,5477.57,5750.99,31458.5731,5750.99
5750.07,5843,5725,5772.69,14838.59975,5772.69
5770.62,5900,5755.48,5789.55,17778.41326,5789.55
5789.55,5874.34,5587.45,5829.45,21903.99573,5829.45
5829.83,5839.9,5710.63,5767.54,12609.51511,5767.54
5768.35,5818,5696,5775.62,11213.02866,5775.62
5773.18,5796.59,5619.14,5701.67,14122.77197,5701.67
5701.67,5805,5673,5747.79,11133.82436,5747.79
5749.92,5988,5747.74,5947.64,20044.35569,5947.64
5945.8,6028.41,5820,5846.34,19860.70873,5846.34
5846.34,5959.99,5772.2,5936,14106.20988,5936
5936,6014.72,5896,5987.29,8967.841645,5987.29
5986.66,6147.55,5983.71,6086.98,14334.49991,6086.98
6087.78,6224.55,6025,6209.18,13118.51153,6209.18
6209.95,6390,6172,6307.19,20389.29899,6307.19
6307.22,6468.92,6266.16,6373.33,16234.3118,6373.33
6375.16,6952.63,6372.85,6754.55,40013.54381,6754.55
6754.57,7343.99,6705.36,7076.22,34008.88058,7076.22
7076.24,7521.78,6876.12,7169.23,46152.98689,7169.23
7162.66,7242,6750,6967.31,40795.98845,6967.31
6968.24,7294.77,6870,7224.94,20681.32636,7224.94
7225.24,8100,7202.93,7790.71,65123.40897,7790.71
7795.62,8366,7755.79,8059.98,40359.4385,8059.98
8057.18,8205,7599.56,7947.56,36224.2841,7947.56
7945.26,8116.28,7883.38,7946.71,7684.296323,7946.71
7946.71,8249,7850,8169.87,30200.03089,8169.87
8169.08,8320,7767,7870,42202.89069,7870
7870,8034.69,7705,7866.59,27427.62331,7866.59
7868.67,7925,7000,7150.19,52540.26705,7150.19
7154.18,7375,6913,7355.26,36211.74111,7355.26
7355.28,7458,7156.61,7304.51,23046.67927,7304.51
7305.09,7393.01,7230,7257.45,14008.26551,7257.45
7257.32,8092.9,7243.08,7964.41,38145.30438,7964.41
7961.72,8275.09,7765,8148.48,27432.13767,8148.48
8147.94,8156.03,7777.77,7835.87,29615.4046,7835.87
7832.5,8080,7553,7938.15,36243.80397,7938.15
7937.16,7998,7771,7848.37,24357.87919,7848.37
7847.92,8042.32,7793.38,7904.87,27943.87306,7904.87
7904.48,7988,7730,7802.31,18605.74279,7802.31
7802.95,8016,7465,7628.43,30531.2518,7628.43
7627.8,7685.6,7461,7589.1,25788.21165,7589.1
7588.04,7940.98,7552.53,7851.51,23859.97305,7851.51
7849.95,8000,7766,7977.95,21368.30547,7977.95
7978.65,8130,7892,7964.87,25296.47986,7964.87
7964.52,8091.8,7908.34,8044.02,15567.41982,8044.02
8044.02,8065.98,7939,8025.41,12846.909,8025.41
8023,8047.5,7833.42,7907.98,15356.72567,7907.98
7908.16,8740,7863.48,8614.43,34295.4189,8614.43
8612.54,8842.57,8589,8686.99,24095.33539,8686.99
8686.99,8908.32,8600,8756.32,27791.4334,8756.32
8752.52,8798.49,8625,8734.36,14395.07605,8734.36
8734.35,8790,8510.63,8715.64,17075.47549,8715.64
8716.87,8716.87,8406.6,8621,19686.60732,8621
8621,8750,8601,8645.68,14194.2586,8645.68
8646.5,8775,8541.33,8724.75,19693.70496,8724.75
8724.54,9074.26,8005,8269.54,50686.29357,8269.54
8267.1,8388,8108.5,8284.46,23054.49664,8284.46
8284.09,8594,8268.85,8555,21672.99498,8555
8555,8626,8445.5,8566,18156.96018,8566
8563.02,8600,8442.36,8544.07,13711.27398,8544.07
8545.1,8753.01,8524,8722.04,11768.00078,8722.04
8723,8814.78,8561.47,8725.98,16067.13249,8725.98
8726,8800.95,8321.5,8507.84,21986.57927,8507.84
8505.1,8583,8080.8,8115.82,23706.38584,8115.82
8115.66,8115.66,7780.4,7943.56,36620.9541,7943.56
7943.56,8050,7481.02,7687.03,37522.99484,7687.03
7687.04,7888,7678.23,7791.35,22736.07329,7791.35
7790.75,7896.7,7572.78,7776.5,25943.58317,7776.5
7778.08,7868.13,7740.4,7831.51,12140.59715,7831.51
7831.96,7849,7444.58,7786.7,24483.5216,7786.7
7787.57,8000,7737.49,7893,19019.39447,7893
7892.76,8100,7884.75,7980.53,14922.83119,7980.53
7978.94,8044.65,7850,7980.59,10242.47852,7980.59
7981.33,7986.22,7751,7893.62,12414.85111,7893.62
7895.28,7935,7831,7852.63,8857.303959,7852.63
7850.12,7852.6,7506.66,7628.13,22711.1612,7628.13
7627.57,7954.7,7511,7902.36,19336.40469,7902.36
7902.67,8020,7852.56,7982.75,17419.67378,7982.75
7981,8010,7706.83,7769.27,15782.93374,7769.27
7767.55,7947.98,7692.23,7884.9,14552.06569,7884.9
7884.9,8045,7788.99,7967.8,19703.74287,7967.8
7967.91,8200,7909.9,8127.64,21893.33976,8127.64
8127.64,8147.26,8026,8086.43,10138.50332,8086.43
8087.59,8309.82,8010.03,8218.54,20329.26102,8218.54
8216.44,8298.15,8144.32,8257.18,13138.69325,8257.18
8256.59,8684.41,8251.58,8650,26696.553,8650
8650.88,8720,8567.63,8632.1,14696.04847,8632.1
8633.26,8864.99,8581.48,8808.7,17095.58757,8808.7
8810.77,9333,8760,9087.12,37048.07163,9087.12
9087.77,9279.98,8820.67,8953.33,26241.17959,8953.33
8953,9292,8950,9249.6,18918.60069,9249.6
9249.6,9444,9051,9313.96,28976.88469,9313.96
9312.13,9336.36,8975.06,9174.99,27695.90997,9174.99
9174.16,9199.34,8950,9081.55,23858.65943,9081.55
9081.97,9206.28,9036.71,9136.65,13733.99977,9136.65
9137.73,9304,8960,9255.49,18413.70673,9255.49
9253.76,9350,9175.2,9250.1,11786.04899,9250.1
9250.08,9590,9215.84,9517.12,22770.005,9517.12
9518.06,9826.06,9518.06,9808.89,23408.55809,9808.89
9807.66,10174.99,9642.12,10159.86,27075.85781,10159.86
10159.86,10951.81,9921.72,10867.04,53882.26697,10867.04
10867.04,11160,10310,10729.5,50287.181,10729.5
10729,10963.25,10555.18,10658.81,20514.2543,10658.81
10658.81,11392.64,10650.02,10906.07,36931.06965,10906.07
10905.95,11023.39,10620.8,10938.17,20781.25256,10938.17
10937.34,11143.63,10800,11056.59,22319.79272,11056.59
11056.59,11499.24,11026,11418.37,27372.70103,11418.37
11418.37,11850,11130.01,11820.86,33903.98562,11820.86
11821.28,13000,11741,12696.8,61641.13788,12696.8
12693.77,13970,11801,13093.8,94289.00951,13093.8
13098.38,13478.04,11450,12261.63,82322.50547,12261.63
12255.58,12360,10525.1,11329.99,91572.31542,11329.99
11329.99,12203,10982.88,12178.85,56527.16606,12178.85
12178.81,12480,11639,12400.63,39268.0379,12400.63
12407.06,12441.54,11475.02,12023.91,38278.95882,12023.91
12020.4,12244,11702,11903.13,31363.11533,11903.13
11903.13,12180,11501.1,11624.1,34041.97774,11624.1
11626.52,11728.87,10766.03,10854.1,50470.5527,10854.1
10854.1,11282.28,10719,11022.65,37790.0085,11022.65
11020.87,11041.42,10030,10624.93,53172.25977,10624.93
10624.9,10700,9727,9989.1,54440.37409,9989.1
9993.96,10938.75,9918,10842.85,55120.66464,10842.85
10844.98,11513,10841.04,11162.35,52289.4468,11162.35
11166.54,11991.89,11017.59,11940,44526.45349,11940
11940,12000,11457.91,11672.13,34817.69325,11672.13
11672.47,11889,11055,11145.67,31694.52864,11145.67
11145.67,11340.45,10796.44,11175,36810.2424,11175
11177.11,11406.83,10805.1,10970.73,26724.10818,10970.73
10982.41,11544,10964.51,11369.79,25049.667,11369.79
11370,11665,11050,11256.49,26419.82933,11256.49
11256.45,11354.18,11094.37,11324.3,14053.58981,11324.3
11324.17,11538,11119.6,11406.24,24831.20579,11406.24
11410,11923.68,11220,11884.8,22623.12843,11884.8
11882.69,12338.03,11750.86,12238.6,29559.23878,12238.6
12238.6,12794.73,12068,12255.71,54400.85706,12255.71
12257.56,12648.58,12104.78,12543.41,24041.27329,12543.41
12548.51,13147.08,12510.52,12970.23,40536.03531,12970.23
12970.97,13130,11569,12108.37,68710.00969,12108.37
12108.11,12111.73,11200,11600,44354.12198,11600
11602.59,11782,11000,11342.89,43152.33908,11342.89
11342.88,11749,11073,11654.69,31134.35263,11654.69
11654.67,11885,11401.1,11757.22,25187.50565,11757.22
11757.22,11799.98,11185,11303.01,22464.99989,11303.01
11301.56,11479.78,10830,11355.76,31780.59466,11355.76
11355.78,11452,10505,10681.52,31164.64946,10681.52
10680,10751.1,10103,10174.18,41352.92978,10174.18
10174.18,10389.06,9860,10298.05,39252.3232,10298.05
10299.23,11100,10059.24,10838.72,42670.10314,10838.72
10833.78,11028,10460,10682.8,26172.63934,10682.8
10682.74,10684.93,9350.01,9439.59,71046.80407,9439.59
9430.17,9630,9060,9157.02,37030.51022,9157.02
9157.04,9957,9060,9667.92,47912.1625,9667.92
9668.86,9996.52,9521,9749.38,23735.4967,9749.38
9751.31,10788,9252,10627.16,56547.81355,10627.16
10628.64,10769.71,10210.39,10282.65,31370.90605,10282.65
10282.77,10650,10121.84,10504.29,25176.02608,10504.29
10505.78,10689,10350,10571.65,17889.13033,10571.65
10568.2,11068.99,10462.02,10740.23,29442.76952,10740.23
10740.27,10817.9,10460.01,10585.11,19752.23137,10585.11
10585.11,10649.88,10288,10589.45,19082.05657,10589.45
10590.15,10683.16,10407.3,10562,15066.64345,10562
10559.64,10588,10100,10340.31,25401.31139,10340.31
10343.08,10343.97,9883,10025,24228.74186,10025
10025,10227.98,9822,9864.91,23395.62885,9864.91
9864.78,9870.22,9593.06,9721.48,20059.6476,9721.48
9721.5,9937,9525,9763.28,23415.73277,9763.28
9763.4,10175,9720.03,10066.42,18271.64498,10066.42
10066.18,10156.6,9798.89,9879.87,19601.70975,9879.87
9882.15,9882.15,9637,9791.64,14924.1258,9791.64
9791.33,9889.98,9704,9824,12243.33742,9824
9824,10188.66,9440,9525.81,26661.94258,9525.81
9525.81,9541.47,9333,9476.52,17147.83572,9476.52
9478.92,9579,9370,9534.98,9259.232696,9534.98
9535,9594.99,9165,9541.54,20141.79024,9541.54
9541.54,9729,9395,9484.96,14844.5864,9484.96
9484.51,9693.98,9411.31,9507.64,14177.35102,9507.64
9509.07,9564.86,9402,9522.9,13763.86707,9522.9
9524.81,9714.28,9502.21,9574.21,18772.50177,9574.21
9575,9809.99,9555,9758.1,15565.0064,9758.1
9758.1,10109.8,9755.64,10080.53,23950.34816,10080.53
10080.53,10155.06,9863.46,9962.86,16066.21767,9962.86
9962.86,10467.86,9956,10374.99,25661.41936,10374.99
10375,10570,10281.35,10467.17,18180.57969,10467.17
10467.08,10670,10350,10523.75,24809.86454,10523.75
10523.75,10875.89,10497.93,10743.92,19531.71122,10743.92
10741.97,10904.77,10662.15,10816.86,14270.6076,10816.86
10816.86,10897,10552,10668.56,15844.47377,10668.56
10669.23,11040,10630.84,10929.23,24080.27138,10929.23
10929.99,11848,10927.8,11777.64,38449.97944,11777.64
11776.52,11937.52,11653.12,11828.8,26703.69427,11828.8
11830,12330.7,11570,11777.65,44814.85204,11777.65
11775.79,11836,11226.7,11481.69,31890.53784,11481.69
11481.69,11745.81,11382.84,11743.94,22161.23723,11743.94
11743.09,12141.17,11487,11975.03,47012.15312,11975.03
11975.04,12017.75,11757,11826.85,20481.06336,11826.85
11825.67,12060,11521,11999.77,30726.19382,11999.77
11994.17,12045.68,11700,11705.01,21458.82319,11705.01
11705.03,11965,11700,11879.99,17968.3294,11879.99
11879.98,11985,11350,11395.23,20869.54208,11395.23
11395.23,11517,11270,11309.31,21763.54497,11309.31
11309.24,11482.86,11112.11,11469.94,15023.87574,11469.94
11469.63,11600,11301,11549.97,11749.03117,11549.97
11539.08,11577.89,11305.55,11328.01,8550.341207,11328.01
11328.01,11474.03,11235.32,11396.08,9017.885868,11396.08
11398.35,11456.16,11200,11280.39,10508.77561,11280.39
11280.12,11298.93,10788.45,10892.71,22725.95407,10892.71
10893.36,10897.48,10410,10556.7,22594.58625,10556.7
10554.72,10697,9928.1,10050.37,31857.26125,10050.37
10055.16,10234.08,9945.86,10158.55,11028.83277,10158.55
10160.14,10460,9911,10293.93,27145.61835,10293.93
10296.77,10417,9750,10148.92,27353.40802,10148.92
10146.73,10536.03,10037.97,10331.54,24404.7349,10331.54
10331.15,10465.14,10201,10333.23,12596.30433,10333.23
10330.76,10371,10000,10216.02,16404.27687,10216.02
10216.05,10439.93,10080,10394,10860.08877,10394
10392.92,10500,10285.01,10306.78,13225.3064,10306.78
10306.17,10780,10258.6,10672.81,20164.67642,10672.81
10670.77,10930,10580,10915.54,17078.6428,10915.54
10914.73,10949.96,10560,10708.82,18316.37024,10708.82
10708.82,10842.03,10580,10760.51,13982.55144,10760.51
10760.51,10804.13,10081,10179.01,25569.3412,10179.01
